Machine 10.6.9.221 CpuFree% 99.21 MemFree% 92.83 Memfree 3682 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 392037
Machine 10.6.9.220 CpuFree% 99.48 MemFree% 93.78 Memfree 3720 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 279206
Machine 10.6.9.211 CpuFree% 99.48 MemFree% 93.75 Memfree 3719 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 277536
Machine 10.6.9.223 CpuFree% 98.43 MemFree% 93.97 Memfree 3728 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 213442
Machine 10.6.9.215 CpuFree% 99.49 MemFree% 93.45 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 232305
Machine 10.6.9.222 CpuFree% 99.44 MemFree% 93.13 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 260106
Machine 10.6.9.210 CpuFree% 99.21 MemFree% 92.30 Memfree 3662 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 251883
Machine 10.6.9.203 CpuFree% 98.14 MemFree% 93.94 Memfree 3726 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 594706

Machine 10.6.9.210 CpuFree% 100.00 MemFree% 92.30 Memfree 3662 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 262605
Machine 10.6.9.218 CpuFree% 99.54 MemFree% 93.44 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 105932
Machine 10.6.9.213 CpuFree% 99.30 MemFree% 93.91 Memfree 3725 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 135412
Machine 10.6.9.205 CpuFree% 99.52 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 176147
Machine 10.6.9.220 CpuFree% 99.52 MemFree% 93.78 Memfree 3720 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 115153
Machine 10.6.9.219 CpuFree% 99.53 MemFree% 93.66 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 121333
Machine 10.6.9.215 CpuFree% 99.76 MemFree% 93.45 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 198235
Machine 10.6.9.207 CpuFree% 99.53 MemFree% 92.41 Memfree 3666 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 109182
Machine 10.6.9.203 CpuFree% 98.52 MemFree% 93.94 Memfree 3726 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 302366
Machine 10.6.9.209 CpuFree% 99.54 MemFree% 93.67 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 160009
Machine 10.6.9.211 CpuFree% 99.54 MemFree% 93.75 Memfree 3719 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 110067
Machine 10.6.9.212 CpuFree% 99.54 MemFree% 93.20 Memfree 3697 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 132794
Machine 10.6.9.221 CpuFree% 99.31 MemFree% 92.83 Memfree 3682 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 137415
Machine 10.6.9.223 CpuFree% 100.00 MemFree% 93.97 Memfree 3728 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 167370
Machine 10.6.9.222 CpuFree% 98.73 MemFree% 93.13 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 258205

Machine 10.6.9.219 CpuFree% 99.74 MemFree% 93.67 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 93028
Machine 10.6.9.211 CpuFree% 99.74 MemFree% 93.75 Memfree 3719 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 91381
Machine 10.6.9.212 CpuFree% 100.00 MemFree% 93.20 Memfree 3697 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 118091
Machine 10.6.9.209 CpuFree% 100.00 MemFree% 93.67 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 64784
Machine 10.6.9.210 CpuFree% 99.74 MemFree% 92.30 Memfree 3662 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 89114
Machine 10.6.9.205 CpuFree% 99.51 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 58269
Machine 10.6.9.221 CpuFree% 100.00 MemFree% 92.83 Memfree 3682 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 97698
Machine 10.6.9.220 CpuFree% 99.50 MemFree% 93.79 Memfree 3720 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 88386
Machine 10.6.9.215 CpuFree% 99.74 MemFree% 93.45 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 70716
Machine 10.6.9.223 CpuFree% 99.48 MemFree% 93.97 Memfree 3728 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 83067
Machine 10.6.9.207 CpuFree% 99.74 MemFree% 92.41 Memfree 3666 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 64160
Machine 10.6.9.218 CpuFree% 100.00 MemFree% 93.44 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 95179
Machine 10.6.9.213 CpuFree% 99.50 MemFree% 93.91 Memfree 3725 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 90716
Machine 10.6.9.222 CpuFree% 99.48 MemFree% 93.13 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 119229
Machine 10.6.9.203 CpuFree% 97.96 MemFree% 93.94 Memfree 3727 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 410898

Machine 10.6.9.219 CpuFree% 99.30 MemFree% 93.66 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 103743
Machine 10.6.9.210 CpuFree% 100.00 MemFree% 92.30 Memfree 3662 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 69110
Machine 10.6.9.213 CpuFree% 99.08 MemFree% 93.91 Memfree 3725 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 82293
Machine 10.6.9.211 CpuFree% 98.85 MemFree% 93.75 Memfree 3719 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 61873
Machine 10.6.9.218 CpuFree% 99.30 MemFree% 93.44 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 64486
Machine 10.6.9.207 CpuFree% 99.76 MemFree% 92.42 Memfree 3666 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 80615
Machine 10.6.9.223 CpuFree% 99.05 MemFree% 93.97 Memfree 3728 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 70549
Machine 10.6.9.215 CpuFree% 99.31 MemFree% 93.45 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 80650
Machine 10.6.9.222 CpuFree% 99.07 MemFree% 93.13 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 79497
Machine 10.6.9.221 CpuFree% 99.52 MemFree% 92.83 Memfree 3682 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 102690
Machine 10.6.9.205 CpuFree% 98.78 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 66068
Machine 10.6.9.212 CpuFree% 99.31 MemFree% 93.21 Memfree 3697 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 74815
Machine 10.6.9.209 CpuFree% 99.77 MemFree% 93.67 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 67899
Machine 10.6.9.220 CpuFree% 99.06 MemFree% 93.79 Memfree 3721 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 54217
Machine 10.6.9.203 CpuFree% 98.53 MemFree% 93.94 Memfree 3727 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 599880

Machine 10.6.9.219 CpuFree% 98.33 MemFree% 93.66 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 57343
Machine 10.6.9.209 CpuFree% 97.42 MemFree% 93.67 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 62586
Machine 10.6.9.205 CpuFree% 97.75 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 68464
Machine 10.6.9.218 CpuFree% 96.27 MemFree% 93.44 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 41111
Machine 10.6.9.215 CpuFree% 98.05 MemFree% 93.45 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 66851
Machine 10.6.9.211 CpuFree% 97.85 MemFree% 93.76 Memfree 3719 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 37429
Machine 10.6.9.220 CpuFree% 97.55 MemFree% 93.79 Memfree 3721 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 47294
Machine 10.6.9.213 CpuFree% 97.91 MemFree% 93.91 Memfree 3725 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 74619
Machine 10.6.9.210 CpuFree% 98.07 MemFree% 92.30 Memfree 3662 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 70293
Machine 10.6.9.222 CpuFree% 95.42 MemFree% 93.13 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 64354
Machine 10.6.9.221 CpuFree% 95.92 MemFree% 92.83 Memfree 3682 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 57053
Machine 10.6.9.223 CpuFree% 95.83 MemFree% 93.97 Memfree 3728 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 64041
Machine 10.6.9.207 CpuFree% 97.08 MemFree% 92.42 Memfree 3666 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 47125
Machine 10.6.9.212 CpuFree% 97.88 MemFree% 93.21 Memfree 3697 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 63081
Machine 10.6.9.203 CpuFree% 94.01 MemFree% 93.94 Memfree 3727 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 801203

Machine 10.6.9.205 CpuFree% 99.75 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 74489
Machine 10.6.9.210 CpuFree% 99.25 MemFree% 92.30 Memfree 3662 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 59708
Machine 10.6.9.207 CpuFree% 99.48 MemFree% 92.41 Memfree 3666 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 303854
Machine 10.6.9.222 CpuFree% 99.48 MemFree% 93.12 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 40710
Machine 10.6.9.221 CpuFree% 99.49 MemFree% 92.82 Memfree 3682 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 82157
Machine 10.6.9.223 CpuFree% 99.48 MemFree% 93.98 Memfree 3728 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 203891
Machine 10.6.9.220 CpuFree% 99.25 MemFree% 93.80 Memfree 3721 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 277681
Machine 10.6.9.209 CpuFree% 99.75 MemFree% 93.67 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 71448
Machine 10.6.9.203 CpuFree% 99.22 MemFree% 93.95 Memfree 3727 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 636821
Machine 10.6.9.212 CpuFree% 99.50 MemFree% 93.21 Memfree 3697 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 87306
Machine 10.6.9.211 CpuFree% 98.71 MemFree% 93.75 Memfree 3719 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 309214
Machine 10.6.9.218 CpuFree% 99.73 MemFree% 93.44 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 318386
Machine 10.6.9.215 CpuFree% 98.74 MemFree% 93.45 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 79651
Machine 10.6.9.213 CpuFree% 99.50 MemFree% 93.91 Memfree 3725 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 54115
Machine 10.6.9.219 CpuFree% 99.50 MemFree% 93.66 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 59440

Machine 10.6.9.219 CpuFree% 99.48 MemFree% 93.66 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 298129
Machine 10.6.9.212 CpuFree% 99.20 MemFree% 93.20 Memfree 3697 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 257606
Machine 10.6.9.211 CpuFree% 99.76 MemFree% 93.76 Memfree 3719 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 186183
Machine 10.6.9.205 CpuFree% 99.51 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 266140
Machine 10.6.9.213 CpuFree% 99.21 MemFree% 93.91 Memfree 3725 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 253970
Machine 10.6.9.209 CpuFree% 99.18 MemFree% 93.67 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 264302
Machine 10.6.9.221 CpuFree% 99.19 MemFree% 92.82 Memfree 3682 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 264314
Machine 10.6.9.207 CpuFree% 99.03 MemFree% 92.41 Memfree 3666 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 178352
Machine 10.6.9.222 CpuFree% 99.75 MemFree% 93.13 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 302937
Machine 10.6.9.223 CpuFree% 99.48 MemFree% 93.97 Memfree 3728 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 253675
Machine 10.6.9.218 CpuFree% 99.75 MemFree% 93.44 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 203586
Machine 10.6.9.215 CpuFree% 99.74 MemFree% 93.45 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 362264
Machine 10.6.9.220 CpuFree% 99.49 MemFree% 93.80 Memfree 3721 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 191166
Machine 10.6.9.210 CpuFree% 98.96 MemFree% 92.30 Memfree 3661 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 271378
Machine 10.6.9.203 CpuFree% 98.91 MemFree% 93.94 Memfree 3727 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 376157

Machine 10.6.9.219 CpuFree% 99.09 MemFree% 93.66 Memfree 3715 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 280963
Machine 10.6.9.210 CpuFree% 99.55 MemFree% 92.30 Memfree 3661 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 176512
Machine 10.6.9.215 CpuFree% 99.09 MemFree% 93.45 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 186834
Machine 10.6.9.220 CpuFree% 99.05 MemFree% 93.80 Memfree 3721 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 166640
Machine 10.6.9.213 CpuFree% 99.31 MemFree% 93.91 Memfree 3725 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 191861
Machine 10.6.9.223 CpuFree% 99.32 MemFree% 93.98 Memfree 3728 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 203952
Machine 10.6.9.221 CpuFree% 99.54 MemFree% 92.82 Memfree 3682 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 250130
Machine 10.6.9.207 CpuFree% 99.51 MemFree% 92.41 Memfree 3666 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 129384
Machine 10.6.9.218 CpuFree% 99.54 MemFree% 93.44 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 206621
Machine 10.6.9.209 CpuFree% 99.54 MemFree% 93.67 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 265122
Machine 10.6.9.212 CpuFree% 99.54 MemFree% 93.20 Memfree 3697 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 298463
Machine 10.6.9.211 CpuFree% 98.81 MemFree% 93.75 Memfree 3719 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 145373
Machine 10.6.9.222 CpuFree% 98.61 MemFree% 93.12 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 195824
Machine 10.6.9.205 CpuFree% 99.24 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 277377
Machine 10.6.9.203 CpuFree% 98.51 MemFree% 93.95 Memfree 3727 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 434036

Machine 10.6.9.219 CpuFree% 100.00 MemFree% 93.66 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 114272
Machine 10.6.9.207 CpuFree% 100.00 MemFree% 92.41 Memfree 3666 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 70829
Machine 10.6.9.209 CpuFree% 100.00 MemFree% 93.67 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 84915
Machine 10.6.9.210 CpuFree% 100.00 MemFree% 92.30 Memfree 3661 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 187536
Machine 10.6.9.213 CpuFree% 100.00 MemFree% 93.91 Memfree 3725 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 212190
Machine 10.6.9.215 CpuFree% 100.00 MemFree% 93.45 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 95014
Machine 10.6.9.211 CpuFree% 100.00 MemFree% 93.75 Memfree 3719 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 69334
Machine 10.6.9.212 CpuFree% 100.00 MemFree% 93.20 Memfree 3697 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 92737
Machine 10.6.9.218 CpuFree% 100.00 MemFree% 93.44 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 22062
Machine 10.6.9.222 CpuFree% 100.00 MemFree% 93.13 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 22359
Machine 10.6.9.220 CpuFree% 100.00 MemFree% 93.80 Memfree 3721 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 80478
Machine 10.6.9.205 CpuFree% 100.00 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 81532
Machine 10.6.9.221 CpuFree% 100.00 MemFree% 92.82 Memfree 3682 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 102107
Machine 10.6.9.223 CpuFree% 99.70 MemFree% 93.98 Memfree 3728 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 96779
Machine 10.6.9.203 CpuFree% 98.93 MemFree% 93.95 Memfree 3727 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 161786

Machine 10.6.9.219 CpuFree% 100.00 MemFree% 93.66 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 1312
Machine 10.6.9.210 CpuFree% 100.00 MemFree% 92.30 Memfree 3661 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 13229
Machine 10.6.9.218 CpuFree% 100.00 MemFree% 93.45 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 1312
Machine 10.6.9.209 CpuFree% 100.00 MemFree% 93.67 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 1312
Machine 10.6.9.220 CpuFree% 100.00 MemFree% 93.80 Memfree 3721 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 1312
Machine 10.6.9.207 CpuFree% 100.00 MemFree% 92.41 Memfree 3666 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 1312
Machine 10.6.9.213 CpuFree% 100.00 MemFree% 93.91 Memfree 3725 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 1784
Machine 10.6.9.211 CpuFree% 100.00 MemFree% 93.76 Memfree 3719 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 1312
Machine 10.6.9.223 CpuFree% 100.00 MemFree% 93.98 Memfree 3728 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 2830
Machine 10.6.9.221 CpuFree% 100.00 MemFree% 92.82 Memfree 3682 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 2830
Machine 10.6.9.205 CpuFree% 100.00 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 1476
Machine 10.6.9.215 CpuFree% 100.00 MemFree% 93.45 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 1312
Machine 10.6.9.212 CpuFree% 100.00 MemFree% 93.21 Memfree 3697 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 1312
Machine 10.6.9.203 CpuFree% 100.00 MemFree% 93.95 Memfree 3727 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 4032
Machine 10.6.9.222 CpuFree% 100.00 MemFree% 93.13 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 1312

Machine 10.6.9.209 CpuFree% 99.82 MemFree% 93.67 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 63496
Machine 10.6.9.207 CpuFree% 99.35 MemFree% 92.42 Memfree 3666 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 98893
Machine 10.6.9.220 CpuFree% 99.52 MemFree% 93.80 Memfree 3721 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 101027
Machine 10.6.9.221 CpuFree% 99.63 MemFree% 92.82 Memfree 3682 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 49122
Machine 10.6.9.222 CpuFree% 99.58 MemFree% 93.13 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 97473
Machine 10.6.9.223 CpuFree% 99.56 MemFree% 93.98 Memfree 3728 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 70564
Machine 10.6.9.219 CpuFree% 99.37 MemFree% 93.66 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 49589
Machine 10.6.9.212 CpuFree% 99.82 MemFree% 93.20 Memfree 3697 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 65937
Machine 10.6.9.218 CpuFree% 99.77 MemFree% 93.44 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 109115
Machine 10.6.9.213 CpuFree% 99.33 MemFree% 93.91 Memfree 3725 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 10101
Machine 10.6.9.215 CpuFree% 98.95 MemFree% 93.45 Memfree 3707 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 59211
Machine 10.6.9.205 CpuFree% 99.26 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 62015
Machine 10.6.9.210 CpuFree% 99.77 MemFree% 92.30 Memfree 3661 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 1658
Machine 10.6.9.211 CpuFree% 99.55 MemFree% 93.76 Memfree 3719 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 105259
Machine 10.6.9.203 CpuFree% 98.70 MemFree% 93.94 Memfree 3726 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 401676

Machine 10.6.9.211 CpuFree% 99.32 MemFree% 93.75 Memfree 3719 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 88453
Machine 10.6.9.209 CpuFree% 99.05 MemFree% 93.67 Memfree 3716 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 79731
